"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"8935011830","10/27/2020","278700.00","768","0","0","288","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1951","2","1","","","SEWER/SEPTIC INSTALLED"
"7002091430","10/15/2020","540000.00","2298","0","0","360","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","","SEWER/SEPTIC INSTALLED"
"5001190180","10/30/2020","480000.00","993","0","910","380","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1995","4","3","","","SEWER/SEPTIC INSTALLED"
"3035000342","10/29/2020","313500.00","1035","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1948","3","1","","","SEWER/SEPTIC INSTALLED"
"9220000110","10/30/2020","337800.00","944","384","0","0","375","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1948","3","1","","","SEWER/SEPTIC INSTALLED"
"6026860440","10/31/2020","450000.00","2220","0","0","420","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","3","3","","","SEWER/SEPTIC INSTALLED"
"0419146027","10/30/2020","950000.00","3073","0","0","672","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1995","3","3","","","SEWER/SEPTIC INSTALLED"
"6021920320","10/14/2020","455000.00","1545","0","0","658","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"2504500090","10/23/2020","295000.00","878","0","0","452","0","0","Electric Baseboard","Frame Hardboard","Drywall","1","Built Up Rock","1975","2","1","","","SEWER/SEPTIC INSTALLED"
"6027485420","10/30/2020","454995.00","2375","0","0","380","0","0","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","5","3","","","SEWER/SEPTIC INSTALLED"
"0619074046","10/27/2020","1275000.00","2682","0","0","840","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2001","3","3","","View Lim +","SEWER/SEPTIC INSTALLED"
"3415000160","10/30/2020","659000.00","1396","0","769","0","0","1","Electric Baseboard","Frame Rustic Log","Paneling","1","Formed Seam Metal","1950","3","2","","View Avg","SEWER/SEPTIC INSTALLED"
"6430493210","10/28/2020","385000.00","1420","0","0","560","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1983","3","2","","","SEWER/SEPTIC INSTALLED"
"7755000935","10/27/2020","335000.00","1198","0","0","440","0","1","Electric Baseboard","Frame Vinyl","Drywall","1","Preformed Metal","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"6021820080","10/26/2020","700000.00","2986","0","0","440","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"2917500040","10/28/2020","450500.00","1350","0","1300","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1975","4","2","","","SEWER/SEPTIC INSTALLED"
"7188202190","10/06/2020","375000.00","1344","0","0","456","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","3","2","","","SEWER/SEPTIC INSTALLED"
"7108000350","11/02/2020","380000.00","1232","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1977","3","1","","","SEWER/SEPTIC INSTALLED"
"0419092055","10/27/2020","423000.00","1920","0","0","0","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1964","4","2","","","SEWER/SEPTIC INSTALLED"
"0320334027","10/29/2020","435500.00","1948","0","0","0","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1912","4","1","","","SEWER/SEPTIC INSTALLED"
"2695001690","10/29/2020","195000.00","680","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1946","2","1","","","SEWER/SEPTIC INSTALLED"
"0519108095","10/23/2020","420000.00","1320","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1989","2","1","","","SEWER/SEPTIC INSTALLED"
"5000550420","10/30/2020","402000.00","1704","0","0","484","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1993","4","3","","","SEWER/SEPTIC INSTALLED"
"5400000180","10/29/2020","325000.00","1389","0","0","0","0","2","Electric Baseboard","Frame Vinyl","Drywall","1","Built Up Rock","1949","4","2","","","SEWER/SEPTIC INSTALLED"
"6022790240","10/14/2020","400000.00","2080","0","0","461","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1999","3","3","","","SEWER/SEPTIC INSTALLED"
"7002532210","11/02/2020","529326.00","2640","0","0","420","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"6027032060","10/26/2020","438000.00","2137","0","0","395","0","0","Forced Air","Frame Siding","Drywall","3","Composition Shingle","2017","4","2","","","SEWER/SEPTIC INSTALLED"
"6026800010","10/30/2020","499950.00","2884","0","0","608","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","","SEWER/SEPTIC INSTALLED"
"6430401200","10/28/2020","634000.00","2330","1024","0","462","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1969","5","3","","","SEWER/SEPTIC INSTALLED"
"6715000351","10/20/2020","300000.00","1078","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1995","2","2","","","SEWER/SEPTIC INSTALLED"
"0519285030","10/23/2020","850000.00","3858","0","0","1046","0","2","Heat Pump","Frame Stucco","Drywall","2","Composition Shingle","2004","4","4","","","SEWER/SEPTIC INSTALLED"
"7107540750","10/30/2020","406000.00","1873","0","0","840","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1987","3","2","","","SEWER/SEPTIC INSTALLED"
"7980000541","11/02/2020","200000.00","420","0","0","1200","0","1","Floor/Wall Furnace","Frame Vinyl","Drywall","2","Formed Seam Metal","1982","1","2","","","SEWER/SEPTIC INSTALLED"
"2387540050","10/29/2020","485000.00","1818","0","0","420","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1970","3","2","","","SEWER/SEPTIC INSTALLED"
"7510000130","10/27/2020","100000.00","1308","0","1212","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1950","2","1","","","SEWER/SEPTIC INSTALLED"
"0220112030","10/28/2020","429500.00","1992","0","660","336","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1952","4","2","","","SEWER/SEPTIC INSTALLED"
"0518186017","10/23/2020","615000.00","1857","0","0","734","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2002","3","2","","","SEWER/SEPTIC INSTALLED"
"0416158001","10/27/2020","400000.00","1960","0","0","480","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Formed Seam Metal","1979","3","2","","","SEWER/SEPTIC INSTALLED"
"6021340250","11/02/2020","352000.00","1360","0","0","468","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"6023600220","10/28/2020","349900.00","1994","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","4","3","","","SEWER/SEPTIC INSTALLED"
"0220235008","11/02/2020","475000.00","1448","0","0","0","572","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1941","3","2","","","SEWER/SEPTIC INSTALLED"
"6027031700","10/26/2020","301098.00","2566","0","0","356","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","5","3","","","SEWER/SEPTIC INSTALLED"
"6027030400","10/21/2020","399768.00","3036","0","0","394","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2019","5","3","","","SEWER/SEPTIC INSTALLED"
"6020920020","10/27/2020","420000.00","1744","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1993","3","3","","","SEWER/SEPTIC INSTALLED"
"0420257005","11/03/2020","625000.00","2688","0","0","506","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","3","2","","","SEWER/SEPTIC INSTALLED"
"6025410010","11/02/2020","391000.00","2364","0","0","420","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2008","3","3","","","SEWER/SEPTIC INSTALLED"
"5000070160","10/26/2020","700000.00","3196","0","0","640","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1994","3","3","","","SEWER/SEPTIC INSTALLED"
"0320345043","11/02/2020","485000.00","2288","0","0","441","0","0","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"3745000320","11/02/2020","358300.00","1506","644","0","644","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1963","4","2","","","SEWER/SEPTIC INSTALLED"
"6024980251","10/28/2020","430000.00","2440","0","0","438","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","4","3","","","SEWER/SEPTIC INSTALLED"
"7335000391","09/16/2020","160000.00","1164","408","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1920","2","1","","","SEWER/SEPTIC INSTALLED"
"0419071012","10/27/2020","675000.00","2750","0","1454","0","0","1","Heat Pump","Masonry Common Brick","Drywall","2","Composition Shingle","1929","5","3","","","SEWER/SEPTIC INSTALLED"
"0419071012","10/27/2020","675000.00","888","0","0","888","0","0","Heat Pump","Masonry Common Brick","Drywall","1","Composition Shingle","1960","2","1","","","SEWER/SEPTIC INSTALLED"
"6440005707","11/02/2020","450000.00","2953","0","0","768","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","5","3","","","SEWER/SEPTIC INSTALLED"
"0420258024","10/28/2020","555000.00","2640","0","0","489","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2013","4","3","","","SEWER/SEPTIC INSTALLED"
"0120017078","11/02/2020","582500.00","1629","0","0","0","400","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1984","3","3","","","SEWER/SEPTIC INSTALLED"
"6026500290","10/26/2020","579950.00","3347","0","0","595","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","5","4","","","SEWER/SEPTIC INSTALLED"
"6021130930","10/24/2020","470000.00","2254","0","0","506","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1995","4","3","","","SEWER/SEPTIC INSTALLED"
"2221000120","10/22/2020","349000.00","1136","0","0","528","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1979","3","2","","","SEWER/SEPTIC INSTALLED"
"6023700030","10/27/2020","347000.00","1488","0","0","390","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","2002","3","2","","","SEWER/SEPTIC INSTALLED"
"6023690130","10/30/2020","428000.00","2426","0","0","785","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2001","4","3","","","SEWER/SEPTIC INSTALLED"
"0416043008","10/26/2020","435000.00","1500","0","0","0","0","1","No Heat","Frame Siding","Drywall","1","Composition Shingle","1900","2","1","","","SEWER/SEPTIC INSTALLED"
"0022351003","10/28/2020","675000.00","1424","0","1296","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1960","2","2","","","SEWER/SEPTIC INSTALLED"
"0022351003","10/28/2020","675000.00","570","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1914","0","1","","","SEWER/SEPTIC INSTALLED"
"0022351007","10/28/2020","675000.00","803","0","221","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1914","1","1","","","SEWER/SEPTIC INSTALLED"
"2255400180","10/28/2020","450000.00","2054","0","0","460","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1966","4","2","","","SEWER/SEPTIC INSTALLED"
"6025823670","10/27/2020","557000.00","3138","0","0","788","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2014","4","3","","","SEWER/SEPTIC INSTALLED"
"6936300770","10/28/2020","405000.00","1578","0","0","480","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1992","3","2","","","SEWER/SEPTIC INSTALLED"
"6027030020","11/03/2020","579995.00","3036","0","0","584","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","5","3","","","SEWER/SEPTIC INSTALLED"
"0419153090","10/29/2020","474000.00","1753","0","1290","504","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1979","4","3","","","SEWER/SEPTIC INSTALLED"
"0419086023","10/28/2020","575000.00","2334","0","0","816","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1982","3","3","","","SEWER/SEPTIC INSTALLED"
"4630001250","10/20/2020","479950.00","1690","0","884","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1925","2","2","","","SEWER/SEPTIC INSTALLED"
"0420251101","10/31/2020","469900.00","2086","0","0","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1966","4","3","","","SEWER/SEPTIC INSTALLED"
"0417223009","10/21/2020","615000.00","2356","0","0","828","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","3","3","WF Stream/Creek","","SEWER/SEPTIC INSTALLED"
"3760000150","10/30/2020","450000.00","1812","0","0","548","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1973","3","2","","","SEWER/SEPTIC INSTALLED"
"6024240330","10/28/2020","420000.00","2303","0","0","585","0","0","Warm and Cool Air Zone","Frame Vinyl","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"6025490440","10/29/2020","380000.00","1348","0","0","353","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","2015","3","2","","","SEWER/SEPTIC INSTALLED"
"5300400150","10/25/2020","592500.00","2034","0","1560","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1964","5","4","","","SEWER/SEPTIC INSTALLED"
"9256010340","10/30/2020","456000.00","1972","0","0","624","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1981","3","2","","","SEWER/SEPTIC INSTALLED"
"3860100220","10/21/2020","444000.00","1792","0","0","704","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"5005070080","11/02/2020","500000.00","3062","0","0","438","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"0320341032","11/02/2020","250000.00","658","0","0","0","468","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1942","1","1","","","SEWER/SEPTIC INSTALLED"
"7001470750","10/30/2020","459000.00","2820","0","0","404","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2002","4","3","","","SEWER/SEPTIC INSTALLED"
"6027485580","11/02/2020","447060.00","2375","0","0","380","0","0","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","5","3","","","SEWER/SEPTIC INSTALLED"
"2505000420","10/26/2020","965000.00","3284","0","1862","450","0","3","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2008","5","4","","View Good","SEWER/SEPTIC INSTALLED"
"6027150070","10/19/2020","749950.00","3008","0","0","803","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"6690000740","10/15/2020","325000.00","912","0","576","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1929","2","1","","","SEWER/SEPTIC INSTALLED"
"7002810460","11/02/2020","561373.00","2727","0","0","587","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","5","3","","","SEWER/SEPTIC INSTALLED"
"7002810040","10/19/2020","697174.00","3114","0","620","650","0","3","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","4","","","SEWER/SEPTIC INSTALLED"
"2387500210","10/30/2020","540000.00","2326","0","0","754","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1968","4","3","","","SEWER/SEPTIC INSTALLED"
"7000690570","10/28/2020","785000.00","2721","0","0","768","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1997","3","3","","","SEWER/SEPTIC INSTALLED"
"5001900270","10/21/2020","370000.00","1595","0","0","441","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1998","3","2","","","SEWER/SEPTIC INSTALLED"
"8996010740","10/29/2020","1100000.00","2260","0","2138","506","0","2","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1981","3","3","WF Lake","","SEWER/SEPTIC INSTALLED"
"6026710050","11/03/2020","450500.00","2556","0","0","420","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"8040000520","11/02/2020","350000.00","1296","0","0","352","0","1","Electric Baseboard","Frame Vinyl","Drywall","1","Built Up Rock","1956","3","1","","","SEWER/SEPTIC INSTALLED"
"6026500310","10/29/2020","579275.00","3245","0","0","658","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","5","4","","","SEWER/SEPTIC INSTALLED"
